PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
P12694	P12694	1	0	Structure	2bfd	1	A	0	94.4	88.8	51	445	-	A	1	94.4	88.8	51	445	-	P12694-P12694-EXP-2bfd.pdb1-A-0-A-1.pdb
P12694	P21953	1	0	Structure	2bfd	1	A	0	94.4	88.8	51	445	-	B	0	100.0	83.9	64	392	-	P12694-P21953-EXP-2bfd.pdb1-A-0-B-0.pdb
P12724	P12724	1	0	Structure	4x08	1	B	0	98.5	83.1	28	160	-	A	0	98.5	83.1	28	160	-	P12724-P12724-EXP-4x08.pdb1-B-0-A-0.pdb
P12755	P84022	1	0	Model	5xod	1	B	0	100.0	3.0	15	36	-	A	0	95.4	45.9	220	414	-	P12755-P84022-MDL-5xod.pdb1-B-0-A-0.pdb
P12755	Q13485	1	0	Structure	1mr1	1	D	0	98.9	13.0	218	312	-	A	0	86.7	40.8	319	543	-	P12755-Q13485-EXP-1mr1.pdb1-D-0-A-0.pdb
P12755	Q15796	1	0	Structure	5xod	1	B	0	100.0	3.0	15	36	-	A	0	97.9	41.8	262	456	-	P12755-Q15796-EXP-5xod.pdb1-B-0-A-0.pdb
P12757	P84022	1	0	Model	5c4v	1	B	0	100.0	14.0	259	354	-	A	0	48.4	43.1	229	411	-	P12757-P84022-MDL-5c4v.pdb1-B-0-A-0.pdb
P12757	Q13485	1	0	Structure	5c4v	3	F	0	100.0	13.6	262	354	-	E	0	87.5	40.6	319	542	-	P12757-Q13485-EXP-5c4v.pdb3-F-0-E-0.pdb
P12757	Q15796	1	0	Model	5c4v	1	B	0	100.0	14.0	259	354	-	A	0	48.4	39.2	271	453	-	P12757-Q15796-MDL-5c4v.pdb1-B-0-A-0.pdb
P12814	P12814	1	0	Model	1tjt	1	A	0	89.7	25.1	28	251	-	A	1	89.7	25.1	28	251	-	P12814-P12814-MDL-1tjt.pdb1-A-0-A-1.pdb
P12814	P35609	1	0	Model	1hci	1	A	0	78.9	53.0	267	739	-	B	0	100.0	52.9	274	746	-	P12814-P35609-MDL-1hci.pdb1-A-0-B-0.pdb
P12814	Q08043	1	0	Model	1hci	1	B	0	78.9	53.0	267	739	-	A	0	75.7	52.5	281	753	-	P12814-Q08043-MDL-1hci.pdb1-B-0-A-0.pdb
P12814	Q8IY33	1	0	Dom_dom_model	1sjj	-	A	-	91.3	7.5	822	888	EFhand_Ca_insen	B	-	42.7	11.1	5	107	CH	P12814-Q8IY33-MDD-EFhand_Ca_insen-CH-1sjj-A-818-884-B-145-252.pdb
P12821	P12821	1	0	Structure	6tt3	-	B	-	96.6	46.6	30	638	-	A	-	96.7	46.6	30	637	-	P12821-P12821-EXP-pdb6tt3.ent-B-0-A-0.pdb
P12830	P12830	1	0	Structure	4zt1	1	B	0	100.0	23.7	159	367	-	A	0	100.0	23.7	159	367	-	P12830-P12830-EXP-4zt1.pdb1-B-0-A-0.pdb
P12830	P35222	1	0	Model	1i7w	1	D	0	83.3	7.5	811	876	-	C	0	97.7	66.7	143	663	-	P12830-P35222-MDL-1i7w.pdb1-D-0-C-0.pdb
P12830	Q96E93	1	0	Structure	3ff7	1	B	0	97.0	11.2	155	253	-	C	0	99.1	57.4	75	186	-	P12830-Q96E93-EXP-3ff7.pdb1-B-0-C-0.pdb
P12830	Q99569	1	0	Model	3l6x	1	B	0	100.0	2.0	756	773	-	A	0	46.2	41.3	520	1011	-	P12830-Q99569-MDL-3l6x.pdb1-B-0-A-0.pdb
P12838	P12838	1	0	Structure	6dmm	5	J	0	97.0	34.0	64	96	-	I	0	96.9	33.0	64	95	-	P12838-P12838-EXP-6dmm.pdb5-J-0-I-0.pdb
P12883	P12883	1	0	Structure	5cj1	3	F	0	57.0	5.2	1472	1571	-	E	0	57.0	5.2	1472	1571	-	P12883-P12883-EXP-5cj1.pdb3-F-0-E-0.pdb
P12883	Q13426	1	0	Structure	5chx	2	B	0	56.2	7.9	1506	1657	-	A	0	74.2	62.2	2	210	-	P12883-Q13426-EXP-5chx.pdb2-B-0-A-0.pdb
P12883	Q15691	1	0	Structure	4xa3	1	B	0	65.0	6.0	1310	1426	-	A	0	63.3	20.9	192	247	-	P12883-Q15691-EXP-4xa3.pdb1-B-0-A-0.pdb
P12931	P12931	1	0	Structure	6c4s	1	B	0	98.3	11.0	86	144	-	A	0	98.3	11.0	86	144	-	P12931-P12931-EXP-6c4s.pdb1-B-0-A-0.pdb
P12931	P18031	1	0	Structure	3zmp	2	C	0	88.9	1.7	527	535	-	B	0	97.8	62.3	10	280	-	P12931-P18031-EXP-3zmp.pdb2-C-0-B-0.pdb
P12931	P21860	1	0	Model	5gty	1	C	0	33.9	49.4	265	529	-	A	0	59.4	21.1	697	979	-	P12931-P21860-MDL-5gty.pdb1-C-0-A-0.pdb
P12931	P22681	1	0	Model	3vro	1	B	0	100.0	0.9	417	421	-	A	0	50.7	32.0	61	350	-	P12931-P22681-MDL-3vro.pdb1-B-0-A-0.pdb
P12931	P27986	1	0	Model	3us4	2	A	1	36.2	17.5	151	244	-	A	0	31.7	11.3	333	414	-	P12931-P27986-MDL-3us4.pdb2-A-1-A-0.pdb
P12931	P29323	1	0	Model	5zj6	1	B	0	69.3	49.8	260	526	-	A	0	44.1	25.5	613	881	-	P12931-P29323-MDL-5zj6.pdb1-B-0-A-0.pdb
P12931	P29353	1	0	Model	2aob	6	B	0	39.2	18.1	151	247	-	A	0	35.1	12.5	487	559	-	P12931-P29353-MDL-2aob.pdb6-B-0-A-0.pdb
P12931	P30419	1	0	Structure	6ehj	2	F	0	100.0	1.5	2	9	-	B	0	98.4	77.0	115	496	-	P12931-P30419-EXP-6ehj.pdb2-F-0-B-0.pdb
P12931	P30530	1	0	Model	3qri	3	A	0	50.6	48.1	261	518	-	B	1	43.7	31.1	531	808	-	P12931-P30530-MDL-3qri.pdb3-A-0-B-1.pdb
P12931	P31749	1	0	Model	3is5	1	C	0	32.0	44.2	275	511	-	D	0	30.5	54.0	150	408	-	P12931-P31749-MDL-3is5.pdb1-C-0-D-0.pdb
P12931	P35968	1	0	Model	4qq5	2	A	0	41.4	47.2	263	515	-	A	2	45.5	25.6	820	1166	-	P12931-P35968-MDL-4qq5.pdb2-A-0-A-2.pdb
P12931	P42684	1	0	Model	2hck	1	B	0	61.1	82.5	90	531	-	A	0	43.1	36.6	111	543	-	P12931-P42684-MDL-2hck.pdb1-B-0-A-0.pdb
P12931	P46108	1	0	Model	4hvw	2	A	1	90.2	11.4	84	144	-	A	0	46.0	16.1	139	187	-	P12931-P46108-MDL-4hvw.pdb2-A-1-A-0.pdb
P12931	P56945	1	0	Dom_dom_model	1gri	-	A	-	37.3	14.4	151	233	SH2	B	-	32.0	5.2	9	56	SH3_1	P12931-P56945-MDD-SH2-SH3_1-1gri-A-60-135-B-162-207.pdb
P12931	P68400	1	0	Dom_dom_model	4fk3	-	B	-	29.3	46.3	271	518	Pkinase_Tyr	A	-	12.2	62.4	41	320	Pkinase	P12931-P68400-MDD-Pkinase_Tyr-Pkinase-4fk3-B-457-714-A-457-714.pdb
P12931	Q01973	1	0	Model	3d94	1	A	1	39.2	50.9	261	533	-	A	0	40.1	29.5	467	742	-	P12931-Q01973-MDL-3d94.pdb1-A-1-A-0.pdb
P12931	Q01974	1	0	Model	5j87	1	B	0	42.2	50.2	253	521	-	A	0	35.9	29.7	467	746	-	P12931-Q01974-MDL-5j87.pdb1-B-0-A-0.pdb
P12931	Q05397	1	0	Model	5zj6	1	A	0	69.3	49.8	260	526	-	B	0	41.8	24.9	415	676	-	P12931-Q05397-MDL-5zj6.pdb1-A-0-B-0.pdb
P12931	Q13094	1	0	Dom_dom_model	5tyi	-	C	-	33.7	14.4	151	233	SH2	D	-	22.1	14.4	422	505	SH2	P12931-Q13094-MDD-SH2-SH2-5tyi-C-431-512-D-431-512.pdb
P12931	Q13177	1	0	Model	4qo9	3	B	1	31.1	44.2	275	511	-	A	0	45.6	51.5	244	513	-	P12931-Q13177-MDL-4qo9.pdb3-B-1-A-0.pdb
P12931	Q13191	1	0	Model	3vro	1	B	0	100.0	0.9	417	421	-	A	0	49.7	29.7	51	342	-	P12931-Q13191-MDL-3vro.pdb1-B-0-A-0.pdb
P12931	Q13873	1	0	Dom_dom_model	6j5t	-	A	-	25.9	38.8	309	516	Pkinase_Tyr	B	-	13.8	21.5	224	496	Pkinase	P12931-Q13873-MDD-Pkinase_Tyr-Pkinase-6j5t-A-135-366-B-72-341.pdb
P12931	Q16644	1	0	Dom_dom_model	5ng0	-	B	-	24.2	45.3	274	516	Pkinase_Tyr	A	-	19.2	63.4	48	299	Pkinase	P12931-Q16644-MDD-Pkinase_Tyr-Pkinase-5ng0-B-18-290-A-18-289.pdb
P12931	Q68CZ2	1	0	Dom_dom_model	1rqq	-	A	-	37.5	45.9	271	516	Pkinase_Tyr	D	-	13.3	5.2	1172	1266	SH2	P12931-Q68CZ2-MDD-Pkinase_Tyr-SH2-1rqq-A-996-1260-D-409-486.pdb
P12931	Q8IZP0	1	0	Dom_dom_model	1gri	-	B	-	37.3	14.4	151	233	SH2	A	-	36.2	8.9	452	496	SH3_1	P12931-Q8IZP0-MDD-SH2-SH3_1-1gri-B-60-135-A-162-207.pdb
P12931	Q92569	1	0	Model	3n84	3	B	0	35.0	22.9	146	268	-	D	0	37.0	19.5	358	447	-	P12931-Q92569-MDL-3n84.pdb3-B-0-D-0.pdb
P12931	Q92918	1	0	Model	3a7h	3	A	0	30.8	48.3	253	511	-	B	1	43.3	33.7	12	292	-	P12931-Q92918-MDL-3a7h.pdb3-A-0-B-1.pdb
P12931	Q9ULH1	1	0	Dom_dom_model	3fj5	-	B	-	95.8	9.0	90	137	SH3_1	A	-	24.5	4.2	1074	1121	SH3_1	P12931-Q9ULH1-MDD-SH3_1-SH3_1-3fj5-B-87-134-A-87-134.pdb
P12931	Q9ULV8	1	0	Structure	3vro	1	B	0	100.0	0.9	417	421	-	A	0	92.2	65.0	13	320	-	P12931-Q9ULV8-EXP-3vro.pdb1-B-0-A-0.pdb
P12955	P12955	1	0	Structure	5mc1	1	B	0	99.8	98.4	6	490	-	A	0	99.8	98.2	6	489	-	P12955-P12955-EXP-5mc1.pdb1-B-0-A-0.pdb
P12956	P13010	1	0	Structure	1jey	1	A	0	98.4	82.3	34	534	-	B	0	98.1	73.8	6	545	-	P12956-P13010-EXP-1jey.pdb1-A-0-B-0.pdb
P12956	P78527	1	0	Structure	5y3r	1	A	0	98.4	82.3	34	534	-	C	0	88.3	99.8	10	4128	-	P12956-P78527-EXP-5y3r.pdb1-A-0-C-0.pdb
P12980	P15884	1	0	Model	2ql2	2	D	0	47.4	20.4	151	207	-	C	0	86.7	9.0	565	624	-	P12980-P15884-MDL-2ql2.pdb2-D-0-C-0.pdb
P12980	P15923	1	0	Model	2ql2	3	D	0	47.4	20.4	151	207	-	C	0	83.3	9.2	550	609	-	P12980-P15923-MDL-2ql2.pdb3-D-0-C-0.pdb
P12980	P25791	1	0	Model	2ypa	1	A	0	85.5	22.1	148	209	-	C	0	100.0	79.7	30	155	-	P12980-P25791-MDL-2ypa.pdb1-A-0-C-0.pdb
P12980	P25800	1	0	Model	2ypa	1	A	0	85.5	22.1	148	209	-	C	0	58.7	80.1	24	148	-	P12980-P25800-MDL-2ypa.pdb1-A-0-C-0.pdb
P13010	P78527	1	0	Structure	5y3r	1	B	0	98.1	73.2	6	541	-	C	0	88.3	99.8	10	4128	-	P13010-P78527-EXP-5y3r.pdb1-B-0-C-0.pdb
P13010	Q8IW19	1	0	Structure	6erf	3	F	0	98.0	73.4	6	542	-	S	0	100.0	2.3	180	191	-	P13010-Q8IW19-EXP-6erf.pdb3-F-0-S-0.pdb
P13010	Q9H9Q4	1	0	Structure	6erh	1	B	0	95.4	73.9	2	542	-	M	0	100.0	2.3	293	299	-	P13010-Q9H9Q4-EXP-6erh.pdb1-B-0-M-0.pdb
P13051	P15927	1	0	Structure	1dpu	-	B	-	100.0	5.1	73	88	-	A	-	100.0	25.6	202	270	-	P13051-P15927-EXP-pdb1dpu.ent-B-0-A-0.pdb
P13073	P20674	1	0	Structure	5z62	1	D	0	100.0	85.2	26	169	-	E	0	100.0	72.7	42	150	-	P13073-P20674-EXP-5z62.pdb1-D-0-E-0.pdb
P13073	P24311	1	0	Structure	5z62	1	D	0	100.0	85.2	26	169	-	K	0	100.0	61.3	30	78	-	P13073-P24311-EXP-5z62.pdb1-D-0-K-0.pdb
P13196	P13196	1	0	Model	5qr1	1	B	0	72.4	68.4	195	632	-	A	0	72.8	68.4	195	632	-	P13196-P13196-MDL-5qr1.pdb1-B-0-A-0.pdb
P13232	P16871	1	0	Structure	3di2	1	A	0	79.3	81.9	33	177	-	B	0	99.5	42.5	37	231	-	P13232-P16871-EXP-3di2.pdb1-A-0-B-0.pdb
P13236	P13236	1	0	Structure	3tn2	2	A	0	98.5	73.9	24	91	-	A	1	98.5	73.9	24	91	-	P13236-P13236-EXP-3tn2.pdb2-A-0-A-1.pdb
P13236	P14735	1	0	Structure	4ral	2	E	0	80.0	10.9	62	71	-	B	0	97.1	95.1	43	1011	-	P13236-P14735-EXP-4ral.pdb2-E-0-B-0.pdb
P13349	P15923	1	0	Model	2ql2	2	D	0	40.4	22.0	84	139	-	C	0	83.3	9.2	550	609	-	P13349-P15923-MDL-2ql2.pdb2-D-0-C-0.pdb
P13349	P41134	1	0	Dom_dom_model	6u2u	-	B	-	35.9	14.9	98	135	HLH	A	-	100.0	25.2	68	106	HLH	P13349-P41134-MDD-HLH-HLH-6u2u-B-59-99-A-59-99.pdb
P13349	Q02363	1	0	Dom_dom_model	4aya	-	B	-	33.3	14.9	98	135	HLH	A	-	100.0	29.9	37	76	HLH	P13349-Q02363-MDD-HLH-HLH-4aya-B-36-76-A-35-76.pdb
P13349	Q02535	1	0	Dom_dom_model	2lfh	-	A	-	30.0	15.3	97	135	HLH	B	-	100.0	33.6	42	81	HLH	P13349-Q02535-MDD-HLH-HLH-2lfh-A-25-66-B-25-66.pdb
P13349	Q02577	1	0	Model	2ql2	3	D	0	40.4	22.0	84	139	-	B	0	49.0	36.3	85	133	-	P13349-Q02577-MDL-2ql2.pdb3-D-0-B-0.pdb
P13349	Q6QHK4	1	0	Model	2ql2	3	D	0	40.4	22.0	84	139	-	B	0	41.1	25.6	66	121	-	P13349-Q6QHK4-MDL-2ql2.pdb3-D-0-B-0.pdb
P13349	Q7RTU7	1	0	Model	2ql2	3	D	0	40.4	22.0	84	139	-	B	0	50.0	27.9	76	131	-	P13349-Q7RTU7-MDL-2ql2.pdb3-D-0-B-0.pdb
P13473	P13473	1	0	Structure	2mom	1	C	0	100.0	10.2	369	410	-	A	0	100.0	10.2	369	410	-	P13473-P13473-EXP-2mom.pdb1-C-0-A-0.pdb
P13489	P13489	1	0	Structure	1z7x	1	W	0	100.0	99.8	2	461	-	Y	0	100.0	99.8	2	461	-	P13489-P13489-EXP-1z7x.pdb1-W-0-Y-0.pdb
P13489	Q9H1E1	1	0	Model	2bex	2	B	0	100.0	99.1	5	461	-	D	0	41.0	82.1	29	156	-	P13489-Q9H1E1-MDL-2bex.pdb2-B-0-D-0.pdb
P13498	P14598	1	0	Structure	1wlp	-	A	-	100.0	10.3	149	168	-	B	-	98.5	35.1	150	286	-	P13498-P14598-EXP-pdb1wlp.ent-A-0-B-0.pdb
P13500	P13500	1	0	Structure	1dok	2	B	0	100.0	71.7	24	94	-	A	0	100.0	71.7	24	94	-	P13500-P13500-EXP-1dok.pdb2-B-0-A-0.pdb
P13500	P13501	1	0	Model	3tn2	2	A	0	40.3	61.6	31	91	-	A	1	51.5	73.6	24	90	-	P13500-P13501-MDL-3tn2.pdb2-A-0-A-1.pdb
P13500	P51671	1	0	Model	1dok	2	B	1	100.0	71.7	24	94	-	A	0	68.2	68.0	27	92	-	P13500-P51671-MDL-1dok.pdb2-B-1-A-0.pdb
P13500	P80075	1	0	Model	1dok	2	A	0	100.0	71.7	24	94	-	B	1	65.2	69.7	24	92	-	P13500-P80075-MDL-1dok.pdb2-A-0-B-1.pdb
P13500	Q07325	1	0	Dom_dom_model	1tvx	-	C	-	20.3	57.6	33	89	IL8	D	-	39.0	46.4	30	88	IL8	P13500-Q07325-MDD-IL8-IL8-1tvx-C-23-81-D-23-81.pdb
P13500	Q16663	1	0	Model	2ra4	4	B	2	63.1	65.7	26	90	-	B	0	37.5	56.6	45	108	-	P13500-Q16663-MDL-2ra4.pdb4-B-2-B-0.pdb
P13500	Q8NHW4	1	0	Model	3tn2	2	A	0	40.3	61.6	31	91	-	A	1	97.1	73.9	24	91	-	P13500-Q8NHW4-MDL-3tn2.pdb2-A-0-A-1.pdb
P13500	Q9Y258	1	0	Model	1dol	2	A	1	100.0	70.7	24	93	-	A	3	36.2	60.6	32	88	-	P13500-Q9Y258-MDL-1dol.pdb2-A-1-A-3.pdb
P13501	P13501	1	0	Structure	5coy	1	B	0	100.0	71.4	27	91	-	A	0	100.0	71.4	27	91	-	P13501-P13501-EXP-5coy.pdb1-B-0-A-0.pdb
P13501	P19875	1	0	Dom_dom_model	5l2u	-	E	-	96.6	62.6	32	88	IL8	C	-	16.7	54.2	42	100	IL8	P13501-P19875-MDD-IL8-IL8-5l2u-E-8-65-C-8-65.pdb
P13501	P32246	1	0	Model	5uiw	1	B	0	100.0	63.7	33	90	-	A	0	50.9	83.9	23	320	-	P13501-P32246-MDL-5uiw.pdb1-B-0-A-0.pdb
P13501	P47992	1	0	Model	2q8r	1	E	0	42.1	62.6	33	89	-	H	0	40.0	46.5	32	84	-	P13501-P47992-MDL-2q8r.pdb1-E-0-H-0.pdb
P13501	P48061	1	0	Dom_dom_model	1f9r	-	C	-	16.7	62.6	32	88	IL8	A	-	26.2	59.1	29	85	IL8	P13501-P48061-MDD-IL8-IL8-1f9r-C-208-267-A-8-67.pdb
P13501	P51671	1	0	Model	6aez	1	C	1	98.5	73.6	25	91	-	B	1	41.5	66.0	25	88	-	P13501-P51671-MDL-6aez.pdb1-C-1-B-1.pdb
P13501	P51681	1	0	Structure	5uiw	1	B	0	100.0	63.7	33	90	-	A	0	83.8	85.5	16	316	-	P13501-P51681-EXP-5uiw.pdb1-B-0-A-0.pdb
P13501	P78556	1	0	Dom_dom_model	1nap	-	B	-	13.6	61.5	32	87	IL8	A	-	25.4	60.4	31	88	IL8	P13501-P78556-MDD-IL8-IL8-1nap-B-23-81-A-23-81.pdb
P13501	P80075	1	0	Model	5l2u	1	E	0	100.0	71.4	27	91	-	C	0	36.2	58.6	34	91	-	P13501-P80075-MDL-5l2u.pdb1-E-0-C-0.pdb
P13501	P80162	1	0	Dom_dom_model	2l9h	-	C	-	96.6	62.6	32	88	IL8	A	-	23.3	50.0	48	105	IL8	P13501-P80162-MDD-IL8-IL8-2l9h-C-8-65-A-8-65.pdb
P13501	Q07325	1	0	Dom_dom_model	2l9h	-	C	-	96.6	62.6	32	88	IL8	A	-	20.0	47.2	30	89	IL8	P13501-Q07325-MDD-IL8-IL8-2l9h-C-8-65-A-8-65.pdb
P13501	Q92583	1	0	Model	5l2u	1	E	0	100.0	71.4	27	91	-	C	0	38.7	66.0	33	94	-	P13501-Q92583-MDL-5l2u.pdb1-E-0-C-0.pdb
P13501	Q99616	1	0	Model	3tn2	2	A	0	51.5	73.6	24	90	-	A	1	45.0	60.2	31	89	-	P13501-Q99616-MDL-3tn2.pdb2-A-0-A-1.pdb
P13501	Q9NRJ3	1	0	Dom_dom_model	1tvx	-	A	-	13.6	61.5	32	87	IL8	B	-	18.0	44.1	29	86	IL8	P13501-Q9NRJ3-MDD-IL8-IL8-1tvx-A-23-81-B-23-81.pdb
P13501	Q9UBD3	1	0	Model	2q8r	1	E	0	42.1	62.6	33	89	-	H	0	40.0	46.5	32	84	-	P13501-Q9UBD3-MDL-2q8r.pdb1-E-0-H-0.pdb
P13501	Q9Y258	1	0	Model	6aez	1	C	1	98.5	73.6	25	91	-	B	1	46.4	59.6	33	88	-	P13501-Q9Y258-MDL-6aez.pdb1-C-1-B-1.pdb
P13501	Q9Y4X3	1	0	Dom_dom_model	5l2u	-	E	-	96.6	62.6	32	88	IL8	C	-	17.7	45.5	32	85	IL8	P13501-Q9Y4X3-MDD-IL8-IL8-5l2u-E-8-65-C-8-65.pdb
P13533	Q01449	1	0	Model	3i5g	1	A	0	61.0	42.8	14	842	-	B	0	50.8	69.7	31	152	-	P13533-Q01449-MDL-3i5g.pdb1-A-0-B-0.pdb
P13569	P13569	1	0	Structure	2pzf	3	B	0	86.3	16.8	388	636	-	A	0	85.1	17.6	386	646	-	P13569-P13569-EXP-2pzf.pdb3-B-0-A-0.pdb
P13569	P21333	1	0	Structure	3isw	1	C	0	94.4	1.2	5	22	-	B	0	100.0	3.6	2236	2329	-	P13569-P21333-EXP-3isw.pdb1-C-0-B-0.pdb
P13569	P31946	1	0	Structure	6hep	1	E	0	100.0	0.7	764	774	-	B	0	100.0	94.3	1	232	-	P13569-P31946-EXP-6hep.pdb1-E-0-B-0.pdb
P13569	P61981	1	0	Structure	5d3e	1	C	0	77.8	0.6	790	798	-	B	0	100.0	95.1	1	235	-	P13569-P61981-EXP-5d3e.pdb1-C-0-B-0.pdb
P13569	P63104	1	0	Structure	5d2d	1	C	0	79.2	1.6	751	774	-	A	0	99.6	93.9	1	230	-	P13569-P63104-EXP-5d2d.pdb1-C-0-A-0.pdb
P13569	Q9HD26	1	0	Structure	2lob	1	B	0	100.0	0.5	1473	1480	-	A	0	100.0	18.4	286	370	-	P13569-Q9HD26-EXP-2lob.pdb1-B-0-A-0.pdb
P13591	P13591	1	0	Structure	3mtr	1	B	0	100.0	22.8	414	609	-	A	0	100.0	22.6	414	607	-	P13591-P13591-EXP-3mtr.pdb1-B-0-A-0.pdb
P13598	P13598	1	0	Structure	1zxq	1	A	0	99.5	69.8	25	216	-	A	1	99.5	69.8	25	216	-	P13598-P13598-EXP-1zxq.pdb1-A-0-A-1.pdb
P13612	P26010	1	0	Structure	3v4v	1	A	0	99.1	56.9	34	620	-	B	0	100.0	47.0	100	474	-	P13612-P26010-EXP-3v4v.pdb1-A-0-B-0.pdb
P13612	P63104	1	0	Structure	4hkc	1	B	0	100.0	0.8	1006	1013	-	A	0	100.0	93.5	2	230	-	P13612-P63104-EXP-4hkc.pdb1-B-0-A-0.pdb
P13631	P19793	1	0	Model	1xdk	1	B	0	87.4	52.6	185	423	-	A	0	92.7	50.4	226	458	-	P13631-P19793-MDL-1xdk.pdb1-B-0-A-0.pdb
P13631	P28702	1	0	Model	1xdk	3	B	0	87.4	52.6	185	423	-	E	0	86.0	44.1	295	529	-	P13631-P28702-MDL-1xdk.pdb3-B-0-E-0.pdb
P13631	P48443	1	0	Model	1xdk	1	B	0	87.4	52.6	185	423	-	A	0	85.2	49.5	231	459	-	P13631-P48443-MDL-1xdk.pdb1-B-0-A-0.pdb
P13631	Q15466	1	0	Dom_dom_model	2g0g	-	B	-	24.5	34.4	238	398	Hormone_recep	A	-	12.8	60.3	63	227	Hormone_recep	P13631-Q15466-MDD-Hormone_recep-Hormone_recep-2g0g-B-271-458-A-271-458.pdb
P13631	Q15788	1	0	Model	4dm6	1	A	0	87.1	52.9	178	417	-	E	0	100.0	0.8	686	696	-	P13631-Q15788-MDL-4dm6.pdb1-A-0-E-0.pdb
P13631	Q9Y618	1	0	Model	3r2a	1	D	0	32.6	41.0	234	419	-	F	0	100.0	0.4	2335	2343	-	P13631-Q9Y618-MDL-3r2a.pdb1-D-0-F-0.pdb
P13631	Q9Y6Q9	1	0	Dom_dom_model	1p8d	-	A	-	32.2	36.3	229	398	Hormone_recep	C	-	70.0	0.7	683	692	SRC-1	P13631-Q9Y6Q9-MDD-Hormone_recep-SRC-1-1p8d-A-259-445-C--3-12.pdb
P13645	P13645	1	0	Structure	6e2j	2	B	2	100.0	17.5	195	296	-	B	3	100.0	17.5	195	296	-	P13645-P13645-EXP-6e2j.pdb2-B-2-B-3.pdb
P13646	P14136	1	0	Model	6a9p	1	G	0	38.8	21.0	155	250	-	B	0	100.0	23.8	110	212	-	P13646-P14136-MDL-6a9p.pdb1-G-0-B-0.pdb
P13646	P17661	1	0	Model	6e2j	2	B	0	77.5	22.3	151	252	-	A	0	31.0	21.3	155	254	-	P13646-P17661-MDL-6e2j.pdb2-B-0-A-0.pdb
P13646	P19013	1	0	Model	6e2j	1	B	1	77.5	22.3	151	252	-	A	0	62.3	20.4	183	288	-	P13646-P19013-MDL-6e2j.pdb1-B-1-A-0.pdb
P13646	P35900	1	0	Model	6e2j	1	B	0	77.5	22.3	151	252	-	B	1	56.9	24.1	114	215	-	P13646-P35900-MDL-6e2j.pdb1-B-0-B-1.pdb
P13646	P35908	1	0	Model	6uui	1	X	0	62.6	23.4	306	412	-	C	0	80.4	16.7	381	487	-	P13646-P35908-MDL-6uui.pdb1-X-0-C-0.pdb
P13646	Q14CN4	1	0	Model	6e2j	2	B	3	77.5	22.3	151	252	-	A	3	59.4	20.7	171	276	-	P13646-Q14CN4-MDL-6e2j.pdb2-B-3-A-3.pdb
P13646	Q5XKE5	1	0	Model	6e2j	1	B	0	77.5	22.3	151	252	-	A	0	61.3	19.8	190	295	-	P13646-Q5XKE5-MDL-6e2j.pdb1-B-0-A-0.pdb
P13646	Q7RTS7	1	0	Model	6e2j	2	B	3	77.5	22.3	151	252	-	A	3	58.5	20.0	186	291	-	P13646-Q7RTS7-MDL-6e2j.pdb2-B-3-A-3.pdb
P13647	P19012	1	0	Model	6jfv	2	D	0	100.0	16.6	379	476	-	C	0	77.4	20.4	320	412	-	P13647-P19012-MDL-6jfv.pdb2-D-0-C-0.pdb
P13647	Q15323	1	0	Model	6uui	1	C	0	78.5	18.1	371	477	-	X	0	60.4	24.3	263	363	-	P13647-Q15323-MDL-6uui.pdb1-C-0-X-0.pdb
P13647	Q2M2I5	1	0	Model	6uui	1	C	0	78.5	18.1	371	477	-	X	0	64.5	20.4	346	452	-	P13647-Q2M2I5-MDL-6uui.pdb1-C-0-X-0.pdb
P13647	Q6A162	1	0	Model	6jfv	2	D	0	100.0	16.6	379	476	-	C	0	58.2	21.1	304	394	-	P13647-Q6A162-MDL-6jfv.pdb2-D-0-C-0.pdb
P13647	Q7Z3Y7	1	0	Model	6e2j	2	A	1	66.0	18.0	214	319	-	B	3	74.3	21.8	136	236	-	P13647-Q7Z3Y7-MDL-6e2j.pdb2-A-1-B-3.pdb
P13647	Q7Z3Y8	1	0	Model	6e2j	2	A	3	66.0	18.0	214	319	-	B	3	74.3	22.0	134	234	-	P13647-Q7Z3Y8-MDL-6e2j.pdb2-A-3-B-3.pdb
P13647	Q7Z3Z0	1	0	Model	6e2j	2	A	1	66.0	18.0	214	319	-	B	3	72.3	22.4	129	229	-	P13647-Q7Z3Z0-MDL-6e2j.pdb2-A-1-B-3.pdb
P13647	Q92764	1	0	Model	6jfv	2	D	0	100.0	16.6	379	476	-	C	0	62.0	20.2	311	402	-	P13647-Q92764-MDL-6jfv.pdb2-D-0-C-0.pdb
P13667	P30101	1	0	Model	3vww	3	A	0	46.5	14.9	182	277	-	B	0	46.5	19.8	26	125	-	P13667-P30101-MDL-3vww.pdb3-A-0-B-0.pdb
P13674	P13674	1	0	Structure	4bt9	1	B	0	100.0	44.4	18	254	-	A	0	100.0	44.2	20	255	-	P13674-P13674-EXP-4bt9.pdb1-B-0-A-0.pdb
